,mean
1400,4567.279069767442
1401,5282.232142857143
1402,3498.281045751634
1403,4052.4384615384615
1404,4285.761363636364
1405,4344.045454545455
1406,6012.9047619047615
1407,3802.5
1408,6382.1558441558445
1409,4049.0476190476193
1410,6387.75
1411,7739.764705882353
1412,3502.287356321839
1413,5209.0625
1414,4676.6875
1415,4305.09375
1416,4011.4736842105262
1417,3821.4371859296484
1418,5697.375
1419,5814.625
1420,3978.5438596491226
1421,4881.596153846154
1422,6556.68253968254
1423,3721.212121212121
1424,4547.377142857143
1425,4737.9375
1426,4519.413043478261
1427,4759.607142857143
1428,3560.6408450704225
1429,4005.4674556213017
1430,4475.842696629214
1431,4343.782051282052
1432,5913.0
1433,3875.876923076923
1434,6197.149425287356
1435,4141.135135135135
1436,6580.0
1437,7845.882352941177
1438,3464.0714285714284
1439,5014.4324324324325
1440,5145.125
1441,4297.9
1442,4052.186046511628
1443,3748.7676056338028
1444,5500.685185185185
1445,5874.636363636364
1446,4038.5853658536585
1447,4964.956043956044
1448,6155.644444444444
1449,3865.901960784314
1450,4675.04
1451,4780.322580645161
1452,4602.363636363636
1453,4988.5
1454,3569.893854748603
1455,4084.5112359550562
1456,4593.3975903614455
1457,4505.266666666666
1458,5823.057142857143
1459,3891.15625
1460,6477.236111111111
1461,4159.720588235294
1462,6349.5
1463,7546.083333333333
1464,3433.7176470588233
1465,5075.475
1466,4985.232558139535
1467,4141.574468085107
1468,4118.891891891892
1469,3850.659090909091
1470,5529.636363636364
1471,5137.3
1472,4171.068181818182
1473,4823.728395061728
1474,6465.090909090909
1475,3802.9454545454546
1476,4609.463576158941
1477,4806.961538461538
1478,4540.263636363637
1479,4898.391304347826
1480,3613.2671232876714
1481,3987.9509202453987
1482,4571.390243902439
1483,4414.098214285715
1484,5496.051282051282
1485,3873.73417721519
1486,5872.07
1487,4171.645833333333
1488,6173.125
1489,7020.0
1490,3511.0348837209303
1491,5002.531914893617
1492,4893.666666666667
1493,4163.166666666667
1494,4134.653846153846
1495,3766.5459770114944
1496,5923.068181818182
1497,6248.875
1498,4330.370967741936
1499,4750.265306122449
1500,6162.9
1501,3860.0615384615385
1502,4673.772020725389
1503,4895.2
1504,4767.469387755102
1505,5320.92
1506,3538.5597484276727
1507,4072.512195121951
1508,4603.517241379311
1509,4433.873949579832
1510,5640.0
1511,3729.2156862745096
1512,6278.423728813559
1513,4339.625
1514,6603.8
1515,7713.416666666667
1516,3579.5
1517,5116.424242424242
1518,5043.729166666667
1519,4196.359550561798
1520,4152.488372093023
1521,3844.787878787879
1522,5995.416666666667
1523,5526.909090909091
1524,4445.245614035088
1525,5014.049019607844
1526,6360.020833333333
1527,3806.3703703703704
1528,4631.406779661017
1529,4591.1578947368425
1530,4678.114864864865
1531,4820.797101449275
1532,3563.711656441718
1533,3947.3037974683543
1534,4244.021978021978
1535,4337.012987012987
1536,5736.470588235294
1537,3932.314814814815
1538,6419.822580645161
1539,4313.155963302752
1540,6551.0
1541,7315.823529411765
1542,3517.901234567901
1543,4874.6551724137935
1544,4570.705882352941
1545,4453.7625
1546,4057.048780487805
1547,3980.6923076923076
1548,5645.45
1549,5430.583333333333
1550,4471.571428571428
1551,4901.380952380952
1552,6426.463414634146
1553,3884.340425531915
1554,4561.661870503597
1555,4792.0
1556,4748.516393442623
1557,4923.774193548387
1558,3548.216417910448
1559,3954.967213114754
1560,4442.482758620689
1561,4410.6355140186915
1562,5645.75
1563,3874.5714285714284
1564,6968.295081967213
1565,4281.922330097087
1566,6333.25
1567,6085.142857142857
1568,3458.012658227848
1569,5952.205882352941
1570,4590.844444444445
1571,4342.473684210527
1572,4109.315789473684
1573,3779.355072463768
1574,5408.7959183673465
1575,5178.454545454545
1576,4606.710144927536
1577,4948.848484848485
1578,6029.977272727273
1579,3859.837837837838
1580,4517.428571428572
1581,4818.69696969697
1582,4612.062992125984
1583,4803.781818181818
1584,3594.312977099237
1585,4029.9166666666665
1586,4631.376623376624
1587,4417.166666666667
1588,5613.37037037037
1589,3758.5535714285716
1590,6338.586206896552
1591,4330.605263157895
1592,
1593,7039.4
1594,3539.5081967213114
1595,6109.340909090909
1596,4646.921052631579
1597,4426.357142857143
1598,3793.259259259259
1599,3858.495575221239
1600,5240.612903225807
1601,5563.5
1602,4373.138461538461
1603,4892.109756097561
1604,6743.78431372549
1605,3851.878048780488
1606,4634.450617283951
1607,4427.793103448276
1608,4702.232558139535
1609,5005.128205128205
1610,3636.4770642201834
1611,4005.4666666666667
1612,4575.076923076923
1613,4454.803921568628
1614,5596.275
1615,3846.5789473684213
1616,6274.819444444444
1617,4312.1875
1618,6769.25
1619,6629.384615384615
1620,3520.5822784810125
1621,6184.770833333333
1622,4589.875
1623,4564.329545454545
1624,4227.795454545455
1625,3880.6821705426355
1626,5313.571428571428
1627,5547.875
1628,4483.288461538462
1629,4940.039682539683
1630,5895.674418604651
1631,3877.822222222222
1632,4598.09756097561
1633,4723.032258064516
1634,4667.452380952381
1635,5284.22
1636,3676.4736842105262
1637,3979.4313725490197
1638,4801.588235294118
1639,4157.736842105263
1640,6214.428571428572
1641,3778.3333333333335
1642,5988.5
1643,4336.130434782609
1644,5953.0
1645,
1646,3975.625
1647,5854.25
1648,4155.75
1649,4320.037037037037
1650,4218.0
1651,3959.3125
1652,5160.428571428572
1653,5315.5
1654,4400.25
1655,5120.6
1656,7577.7
1657,3729.1
1658,4509.261904761905
1659,5011.555555555556
1660,4601.142857142857
1661,4352.2307692307695
1662,3616.4285714285716
1663,4065.4615384615386
1664,4565.8
1665,4382.5
1666,5197.5
1667,3815.1
1668,6829.181818181818
1669,4082.9333333333334
1670,6562.5
1671,6632.5
1672,3816.9411764705883
1673,5298.875
1674,4783.0
1675,5034.315789473684
1676,3875.6
1677,4209.666666666667
1678,4883.4
1679,6178.0
1680,4428.25
1681,5176.607142857143
1682,6345.363636363636
1683,3516.5
1684,4475.2307692307695
1685,5270.5
1686,4370.111111111111
1687,4680.083333333333
1688,3522.6428571428573
1689,4166.5161290322585
1690,4524.703389830508
1691,4406.398550724638
1692,5758.162790697675
1693,3924.3888888888887
1694,6109.192307692308
1695,4302.352459016393
1696,6162.5
1697,7066.714285714285
1698,3688.487804878049
1699,4681.018518518518
1700,4903.710144927536
1701,4501.646616541353
1702,3980.866666666667
1703,3748.7102272727275
1704,5277.388888888889
1705,5874.818181818182
1706,4353.670212765957
1707,4868.957746478874
1708,6960.446428571428
1709,3796.1509433962265
1710,4616.45251396648
1711,4738.261904761905
1712,4661.636904761905
1713,5440.375
1714,3569.1
1715,4027.994845360825
1716,4509.5625
1717,4544.456953642384
1718,5851.142857142857
1719,3907.061728395062
1720,6151.929577464789
1721,4487.624060150376
1722,6453.833333333333
1723,7594.0526315789475
1724,3841.719298245614
1725,5823.148648648648
1726,4673.508196721312
1727,4492.692307692308
1728,4057.8490566037735
1729,3977.560810810811
1730,5367.609756097561
1731,5669.5
1732,4491.479166666667
1733,5019.512195121952
1734,6806.0952380952385
1735,3834.483870967742
1736,4670.476923076923
1737,4681.911764705882
1738,4527.764705882353
1739,4511.4078947368425
1740,3643.5939393939393
1741,4029.2906976744184
1742,4650.544554455446
1743,4601.531914893617
1744,5799.545454545455
1745,3946.705882352941
1746,6010.407407407408
1747,4425.241379310345
1748,6692.0
1749,6845.7692307692305
1750,3810.245283018868
1751,5545.85
1752,4864.596153846154
1753,4509.770992366412
1754,4060.936507936508
1755,3900.1310344827584
1756,5381.6
1757,5696.6
1758,4294.181818181818
1759,5007.902173913043
1760,6904.698630136986
1761,3893.32
1762,4596.028925619835
1763,4904.714285714285
1764,4686.0
1765,4716.887096774193
1766,3688.9133333333334
1767,4057.768292682927
1768,4575.413461538462
1769,4624.281045751634
1770,5594.04347826087
1771,3955.6962025316457
1772,6742.780821917808
1773,4438.761061946902
1774,6247.333333333333
1775,7603.954545454545
1776,3931.525641025641
1777,5599.211538461538
1778,5480.875
1779,4530.937062937063
1780,4193.62
1781,4096.176470588235
1782,5387.696428571428
1783,5488.538461538462
1784,4405.49
1785,5011.8421052631575
1786,7559.986666666667
1787,3815.3260869565215
1788,4602.258333333333
1789,4971.136363636364
1790,4682.573604060914
1791,5137.578313253012
1792,3725.2203389830506
1793,4121.971098265896
1794,4769.305882352941
1795,4878.556390977444
1796,5920.823529411765
1797,4151.0
1798,6584.65306122449
1799,4643.949579831933
1800,6105.0
1801,7166.125
1802,3933.5975609756097
1803,6081.5
1804,5742.879310344828
1805,4522.022556390977
1806,4383.9795918367345
1807,4036.9285714285716
1808,5219.174603174603
1809,6026.869565217391
1810,4486.914893617021
1811,5035.544554455446
1812,7433.525641025641
1813,3909.6176470588234
1814,4643.823293172691
1815,4786.056603773585
1816,4716.165803108808
1817,5292.848484848485
1818,3838.464566929134
1819,4246.178571428572
1820,4712.078260869565
1821,4699.688524590164
1822,5547.75
1823,4136.927272727273
1824,6313.233333333334
1825,4528.1505376344085
1826,6386.25
1827,8013.380952380952
1828,4141.376470588235
1829,5871.618421052632
1830,5621.515151515152
1831,4478.908333333334
1832,4640.632653061224
1833,4136.825174825175
1834,5596.208333333333
1835,5417.692307692308
1836,4480.919540229885
1837,5057.635555555556
1838,7318.188405797101
1839,3955.815789473684
1840,4611.2307692307695
1841,4953.195652173913
1842,4780.949367088608
1843,4967.377049180328
1844,3783.7567567567567
1845,4272.213114754099
1846,4801.563829787234
1847,4829.832116788321
1848,5855.521126760564
1849,4208.619047619048
1850,6247.053191489362
1851,4546.4915254237285
1852,6512.0
1853,6361.846153846154
1854,4129.931372549019
1855,5762.984615384616
1856,5339.708333333333
1857,4584.631578947368
1858,4475.894736842105
1859,4246.208333333333
1860,5575.671052631579
1861,5730.3
1862,4560.951807228916
1863,5141.00462962963
1864,7608.475
1865,3941.4285714285716
1866,4697.99203187251
1867,4875.673913043478
1868,4714.815384615385
1869,5161.1463414634145
1870,3953.661870503597
1871,4334.688
1872,4955.784946236559
1873,4892.735099337749
1874,5951.927272727273
1875,4212.909090909091
1876,6396.0
1877,4627.583333333333
1878,6159.916666666667
1879,6928.608695652174
1880,4192.922413793103
1881,5942.585714285714
1882,5550.421875
1883,4606.973214285715
1884,4680.045454545455
1885,4122.63829787234
1886,5591.579710144928
1887,6161.875
1888,4505.863157894737
1889,5176.5550847457625
1890,7426.284090909091
1891,4218.684210526316
1892,4794.933609958506
1893,4969.433333333333
1894,4665.158730158731
1895,5291.835443037975
1896,4071.0535714285716
1897,4368.4
1898,4713.866666666667
1899,4933.74358974359
1900,6026.02
1901,4348.843137254902
1902,6421.447058823529
1903,4877.95744680851
1904,6582.142857142857
1905,8333.0
1906,4328.9473684210525
1907,6166.6
1908,5586.481481481482
1909,4596.053097345132
1910,4646.452830188679
1911,4301.466666666666
1912,5481.436363636363
1913,5820.0
1914,4633.279411764706
1915,5171.695652173913
1916,7323.421052631579
1917,4269.361111111111
1918,4767.424390243902
1919,5108.735294117647
1920,4816.529411764706
1921,6081.0952380952385
1922,4033.2871287128714
1923,4373.94214876033
1924,4858.977777777778
1925,5119.977443609023
1926,5909.176470588235
1927,4408.737704918033
1928,6861.010989010989
1929,4631.010638297872
1930,6783.888888888889
1931,7843.413793103448
1932,4411.496183206107
1933,5773.538461538462
1934,5241.238095238095
1935,4822.1953125
1936,4560.686274509804
1937,4282.21875
1938,5959.027777777777
1939,5832.166666666667
1940,4783.37037037037
1941,5217.551724137931
1942,7464.041666666667
1943,4309.642857142857
1944,4846.279411764706
1945,5221.09756097561
1946,4977.140449438202
1947,5738.777777777777
1948,4127.171641791045
1949,4444.893081761006
1950,4874.279069767442
1951,5067.238805970149
1952,5930.610169491525
1953,4367.186440677966
1954,6610.875
1955,4692.064935064935
1956,6314.0
1957,8223.833333333334
1958,4477.266666666666
1959,5827.0
1960,5750.539473684211
1961,4924.7322834645665
1962,4675.395833333333
1963,4399.426086956521
1964,5605.15
1965,6043.571428571428
1966,4801.861111111111
1967,5221.614718614718
1968,7628.919354838709
1969,4432.615384615385
1970,4908.858974358975
1971,5227.7692307692305
1972,5152.923913043478
1973,5686.788732394366
1974,4153.36220472441
1975,4570.287671232877
1976,5145.833333333333
1977,5024.36974789916
1978,6288.026315789473
1979,4589.872340425532
1980,7023.674698795181
1981,4957.446153846154
1982,6424.142857142857
1983,8758.111111111111
1984,4675.134453781513
1985,6745.666666666667
1986,6001.595744680851
1987,4938.164948453608
1988,4585.117647058823
1989,4509.34
1990,5795.2807017543855
1991,5927.875
1992,4823.379310344828
1993,5251.227513227514
1994,7768.091954022989
1995,4339.3421052631575
1996,5022.115151515151
1997,5047.057142857143
1998,5133.34074074074
1999,5928.476923076923
2000,4268.654135338345
2001,4651.436170212766
2002,4815.272727272727
2003,5016.90625
2004,6032.142857142857
2005,4675.1875
2006,6490.617021276596
2007,4706.910256410257
2008,6699.833333333333
2009,8345.611111111111
2010,4591.722222222223
2011,5911.785714285715
2012,5585.327272727272
2013,4936.239669421488
2014,4810.355555555556
2015,4520.141666666666
2016,6121.113924050633
2017,6326.04347826087
2018,4849.652173913043
2019,5298.926724137931
2020,7862.6875
2021,4340.5609756097565
2022,5027.0
2023,5649.923076923077
2024,4908.901960784314
2025,5924.466666666666
2026,4311.726618705036
2027,4713.603773584906
2028,5118.789473684211
2029,5098.925925925926
2030,6009.531914893617
2031,4701.513888888889
2032,6734.637254901961
2033,4892.264705882353
2034,6701.25
2035,7985.909090909091
2036,4598.006578947368
2037,6467.323529411765
2038,5594.5
2039,4999.119718309859
2040,4652.808510638298
2041,4514.751824817518
2042,6043.358974358975
2043,6118.619047619048
2044,4967.388059701492
2045,5340.716049382716
2046,7458.905263157894
2047,4350.867924528302
2048,5056.702205882353
2049,5340.782608695652
2050,5016.550505050505
2051,5526.234375
2052,4343.01282051282
2053,4671.342857142857
2054,5201.137254901961
2055,5262.889705882353
2056,6211.777777777777
2057,4890.80303030303
2058,6927.1322314049585
2059,4938.675324675325
2060,7062.428571428572
2061,8811.380952380952
2062,4742.7588235294115
2063,6688.982758620689
2064,5791.4375
2065,4998.504
2066,4886.31914893617
2067,4565.331168831169
2068,6296.479166666667
2069,6068.75
2070,4853.009523809524
2071,5363.4945848375455
2072,7389.93670886076
2073,4534.772727272727
2074,5198.68458781362
2075,5221.653846153846
2076,5074.062827225131
2077,5453.304347826087
2078,4399.214689265536
2079,4692.660130718954
2080,5024.823529411765
2081,5084.957142857143
2082,6248.921568627451
2083,4964.516666666666
2084,7288.36170212766
2085,4985.392857142857
2086,6477.333333333333
2087,7720.304347826087
2088,4774.408450704225
2089,6467.826923076923
2090,6046.120689655172
2091,5058.539682539683
2092,4746.155555555555
2093,4605.893939393939
2094,6350.24358974359
2095,6038.6875
2096,4985.887640449439
2097,5380.957983193277
2098,7610.873684210526
2099,4578.935483870968
2100,5172.799086757991
2101,5325.318181818182
2102,5221.370192307692
2103,5668.684931506849
2104,4473.615942028986
2105,4719.729032258065
2106,5123.959595959596
2107,5304.702290076336
2108,6384.075
2109,5003.184210526316
2110,6815.48695652174
2111,4937.765957446809
2112,6398.0
2113,8732.5
2114,4750.702898550725
2115,6531.967741935484
2116,5758.107142857143
2117,4994.6057692307695
2118,4858.363636363636
2119,4755.719424460432
2120,6639.742424242424
2121,6135.1578947368425
2122,5035.9857142857145
2123,5471.692307692308
2124,7427.197802197802
2125,4626.414634146341
2126,5188.047619047619
2127,5426.394736842105
2128,5165.587939698493
2129,5692.644444444444
2130,4387.847328244275
2131,4912.534090909091
2132,5227.823529411765
2133,5095.688405797101
2134,6126.75
2135,4979.5901639344265
2136,7316.650485436893
2137,5093.608695652174
2138,6365.5
2139,8873.826086956522
2140,4912.166666666667
2141,6537.467741935484
2142,5821.0
2143,5292.993288590604
2144,5045.661016949152
2145,4747.311320754717
2146,6876.035714285715
2147,6176.0
2148,4880.454545454545
2149,5568.331818181819
2150,7170.6760563380285
2151,4618.681818181818
2152,5286.174796747968
2153,5473.58
2154,5142.489247311828
2155,6160.3
2156,4519.0965517241375
2157,4911.671957671958
2158,5503.56
2159,5218.897637795276
2160,6471.414634146341
2161,5022.101449275362
2162,7089.866666666667
2163,4928.455555555555
2164,6552.142857142857
2165,8679.962962962964
2166,4970.651515151515
2167,7337.0392156862745
2168,5954.0
2169,5353.212598425197
2170,5117.083333333333
2171,4742.87962962963
2172,6921.465909090909
2173,6377.263157894737
2174,4865.346153846154
2175,5539.041666666667
2176,7495.79104477612
2177,4756.166666666667
2178,5334.730290456431
2179,5448.5609756097565
2180,5283.571428571428
2181,5883.728571428572
2182,4604.4375
2183,4971.111111111111
2184,5288.731707317073
2185,5433.943089430894
2186,6382.085106382979
2187,5143.746987951808
2188,7132.8536585365855
2189,4999.516483516483
2190,6649.285714285715
2191,8470.375
2192,4884.474358974359
2193,6275.327868852459
2194,5704.864406779661
2195,5329.445205479452
2196,4816.636363636364
2197,4678.7172413793105
2198,6917.4
2199,6345.666666666667
2200,5213.986842105263
2201,5553.864077669903
2202,7486.935064935065
2203,4964.683333333333
2204,5452.090497737557
2205,5459.675
2206,5240.21472392638
2207,5993.295081967213
2208,4654.113821138211
2209,5005.94623655914
2210,5274.259259259259
2211,5139.926315789474
2212,6310.266666666666
2213,5336.722222222223
2214,7572.857142857143
2215,4987.434782608696
2216,7114.75
2217,8263.363636363636
2218,4849.587628865979
2219,7005.733333333334
2220,5723.12962962963
2221,5219.252747252747
2222,4922.0
2223,4858.393162393162
2224,7408.223880597015
2225,6016.363636363636
2226,4994.138888888889
2227,5596.858208955224
2228,7265.859649122807
2229,5309.204545454545
2230,5419.5
2231,5814.275
2232,5342.968992248062
2233,6027.576923076923
2234,4663.581395348837
2235,5047.906976744186
2236,5699.20987654321
2237,5085.580645161291
2238,6526.222222222223
2239,5172.820895522388
2240,7072.695652173913
2241,4972.855555555556
2242,7047.25
2243,8139.421052631579
2244,4899.711267605634
2245,6730.393939393939
2246,5916.056338028169
2247,5416.293650793651
2248,4998.153846153846
2249,4768.623931623932
2250,7038.04
2251,6272.285714285715
2252,5128.671875
2253,5697.957575757576
2254,7564.887096774193
2255,4943.754098360656
2256,5376.9157894736845
2257,5750.970588235294
2258,5397.343511450382
2259,6230.195121951219
2260,4707.8448275862065
2261,5173.79375
2262,6029.592592592592
2263,5388.484375
2264,6508.6578947368425
2265,5453.986301369863
2266,6874.20652173913
2267,5214.744680851064
2268,6728.2
2269,8701.9375
2270,4973.299212598426
2271,6780.953846153846
2272,5830.45
2273,5417.382608695652
2274,5133.885714285714
2275,4875.848920863309
2276,7375.4
2277,6101.611111111111
2278,5028.5
2279,5741.528089887641
2280,7925.56
2281,5120.12962962963
2282,5491.153465346535
2283,5745.7
2284,5376.787671232877
2285,6107.984375
2286,4636.978260869565
2287,5181.477707006369
2288,5928.333333333333
2289,5476.150442477876
2290,6724.314285714286
2291,5495.20895522388
2292,7176.582417582417
2293,5110.260869565217
2294,7254.0
2295,8572.875
2296,4998.504587155963
2297,6890.867924528302
2298,6003.085106382979
2299,5479.704761904762
2300,5118.9
2301,5045.342281879195
2302,7427.616279069767
2303,6184.705882352941
2304,5022.776119402985
2305,5827.831081081081
2306,7652.870967741936
2307,5448.2807017543855
2308,5551.325
2309,5768.121212121212
2310,5446.222222222223
2311,6491.802816901409
2312,4742.013513513513
2313,5225.727848101265
2314,6386.780219780219
2315,5432.5268817204305
2316,6955.0
2317,5672.824324324324
2318,7300.891566265061
2319,5260.51282051282
2320,6315.0
2321,8233.1
2322,4978.625
2323,6567.4375
2324,6145.479166666667
2325,5515.324074074074
2326,5129.707317073171
2327,4857.582191780822
2328,7602.310810810811
2329,6281.533333333334
2330,5224.602739726028
2331,5831.913580246914
2332,7880.457627118644
2333,5298.473684210527
2334,5654.027777777777
2335,5840.818181818182
2336,5491.552447552447
2337,6418.6
2338,4837.887417218543
2339,5197.594594594595
2340,6091.354166666667
2341,5518.346456692913
2342,6807.489361702128
2343,5546.545454545455
2344,6807.114942528736
2345,5193.540540540541
2346,6882.0
2347,7537.428571428572
2348,4969.330097087379
2349,6560.722222222223
2350,5925.65
2351,5653.391666666666
2352,5188.142857142857
2353,4994.175182481752
2354,7322.090909090909
2355,6665.1875
2356,5128.935064935065
2357,5922.550264550265
2358,7902.166666666667
2359,5347.540983606557
2360,5717.484444444444
2361,5928.487804878048
2362,5636.221428571429
2363,6714.215909090909
2364,4816.4647887323945
2365,5152.725274725275
2366,5650.557692307692
2367,5388.698529411765
2368,6663.033333333334
2369,5360.909090909091
2370,7228.292682926829
2371,5210.623529411765
2372,6320.5
2373,7835.941176470588
2374,5082.84375
2375,6705.482142857143
2376,6088.2962962962965
2377,5609.311926605505
2378,5047.036363636364
2379,4965.422222222222
2380,7381.136363636364
2381,6616.764705882353
2382,5225.693548387097
2383,5903.047244094489
2384,7798.622950819672
2385,5599.8490566037735
2386,5706.188405797101
2387,5628.916666666667
2388,5640.205298013245
2389,6837.698924731183
2390,4994.841176470588
2391,5220.137254901961
2392,6217.73
2393,5630.121212121212
2394,6753.470588235294
2395,5683.698795180723
2396,7355.023529411765
2397,5274.931818181818
2398,7072.142857142857
2399,7769.962962962963
2400,5137.951388888889
2401,6752.023809523809
2402,5957.841269841269
2403,5607.61475409836
2404,5106.0
2405,5100.8490566037735
2406,7594.320987654321
2407,6222.809523809524
2408,5237.424242424242
2409,6020.8877551020405
2410,8227.955056179775
2411,5557.15625
2412,5834.577464788732
2413,5954.175
2414,5610.6107382550335
2415,7103.962025316456
2416,5085.425641025641
2417,5285.686274509804
2418,6092.257142857143
2419,5529.010752688172
2420,7051.815789473684
2421,5435.382716049383
2422,7573.5921052631575
2423,5339.847457627118
2424,7536.666666666667
2425,9565.153846153846
2426,5037.234042553191
2427,6732.51282051282
2428,6314.75
2429,5530.418918918919
2430,5037.517241379311
2431,5036.5
2432,7450.628205128205
2433,6884.166666666667
2434,5200.378787878788
2435,6207.3175675675675
2436,7654.384615384615
2437,5786.026315789473
2438,5735.5741935483875
2439,6122.35294117647
2440,5687.251908396946
2441,6889.228571428572
2442,5259.103896103896
2443,5369.757352941177
2444,6060.323529411765
2445,5719.732673267326
2446,6807.964285714285
2447,5830.546875
2448,7327.4915254237285
2449,5364.897435897436
2450,7135.4
2451,8379.157894736842
2452,5094.953271028037
2453,6602.228571428572
2454,6324.596491228071
2455,5625.158878504673
2456,5197.170731707317
2457,5124.624113475177
2458,7301.731343283582
2459,6729.214285714285
2460,5365.862068965517
2461,6199.929411764706
2462,8069.0
2463,5752.233766233766
2464,5739.586419753086
2465,5991.914285714286
2466,5726.6510067114095
2467,6488.083333333333
2468,5208.238805970149
2469,5303.660714285715
2470,6623.620253164557
2471,5605.826530612245
2472,7083.451612903225
2473,5712.173333333333
2474,7337.09375
2475,5179.329113924051
2476,7538.6
2477,8198.07142857143
2478,5080.803418803419
2479,6429.065217391304
2480,5991.606060606061
2481,5537.854368932039
2482,5337.285714285715
2483,5111.232876712329
2484,7110.423728813559
2485,6399.047619047619
2486,5508.7692307692305
2487,6245.2032967032965
2488,7754.066666666667
2489,5734.95744680851
2490,5842.688888888889
2491,5842.818181818182
2492,5683.787096774194
2493,6485.166666666667
2494,5334.699507389162
2495,5380.987341772152
2496,6413.758333333333
2497,5634.705882352941
2498,6939.032258064516
2499,6117.581818181819
2500,7901.174757281553
2501,5499.606557377049
2502,7294.25
2503,8361.57142857143
2504,5101.311475409836
2505,6792.430555555556
2506,6044.579710144928
2507,5702.047619047619
2508,5147.155555555555
2509,5153.025974025974
2510,7101.177777777778
2511,6765.64705882353
2512,5249.528571428571
2513,6298.435
2514,7970.821428571428
2515,5761.521739130435
2516,5914.891719745223
2517,5975.311111111111
2518,5705.153846153846
2519,6845.619047619048
2520,5207.798283261803
2521,5398.44019138756
2522,6130.235294117647
2523,5677.009900990099
2524,6978.363636363636
2525,6217.413333333333
2526,7496.80701754386
2527,5365.409090909091
2528,6969.5
2529,8318.944444444445
2530,5087.853932584269
2531,6386.522727272727
2532,6148.521739130435
2533,5594.432989690722
2534,5317.473684210527
2535,4953.596153846154
2536,7089.830508474576
2537,6338.666666666667
2538,5335.486486486487
2539,6211.325153374233
2540,7943.780487804878
2541,5823.466666666666
2542,5802.349593495935
2543,6141.64705882353
2544,5630.461538461538
2545,6637.621212121212
2546,5169.090909090909
2547,5538.413333333333
2548,6273.081395348837
2549,5793.744
2550,7183.974358974359
2551,6257.513274336283
2552,7918.623376623376
2553,5423.707692307692
2554,7409.5
2555,8705.238095238095
2556,4944.950495049505
2557,6983.0625
2558,6196.313432835821
2559,5662.965811965812
2560,5215.666666666667
2561,5107.561983471074
2562,7202.357142857143
2563,6591.375
2564,5318.533333333334
2565,6309.106382978724
2566,8105.441176470588
2567,5704.481012658228
2568,5955.717948717948
2569,6116.785714285715
2570,5856.130177514793
2571,6791.64
2572,5294.744318181818
2573,5370.9177215189875
2574,6153.630136986301
2575,5918.963302752293
2576,7190.029411764706
2577,6230.741007194245
2578,7912.825581395349
2579,5376.038461538462
2580,7210.5
2581,9549.923076923076
2582,5014.020833333333
2583,6833.302325581395
2584,6356.127659574468
2585,5698.344086021505
2586,5122.717948717948
2587,5150.884615384615
2588,6976.77108433735
2589,6551.916666666667
2590,5596.148148148148
2591,6355.898395721925
2592,8056.54
2593,5871.733333333334
2594,6091.067039106145
2595,5881.75
2596,5819.418604651163
2597,6889.753846153846
2598,5165.859550561798
2599,5480.950920245399
2600,6412.393939393939
2601,5636.648648648648
2602,6890.6
2603,6029.880952380952
2604,7787.04347826087
2605,5685.047619047619
2606,
2607,12957.0
2608,5265.606060606061
2609,7498.555555555556
2610,6880.384615384615
2611,5689.935483870968
2612,5203.8
2613,5242.517241379311
2614,7376.136363636364
2615,7322.75
2616,5072.0
2617,6422.28
2618,8905.333333333334
2619,5901.068965517241
2620,5756.68085106383
2621,5966.111111111111
2622,6007.542857142857
2623,6483.2
2624,5176.162790697675
2625,5442.081632653061
