,month,town,resale_price
85713,2021-02-01,ANG MO KIO,665000
85714,2021-02-01,ANG MO KIO,680888
85715,2021-02-01,ANG MO KIO,698000
85716,2021-02-01,ANG MO KIO,733000
85717,2021-02-01,ANG MO KIO,768000
85718,2021-02-01,ANG MO KIO,810000
85719,2021-02-01,ANG MO KIO,830000
85720,2021-02-01,ANG MO KIO,850000
85721,2021-02-01,ANG MO KIO,850000
85722,2021-03-01,ANG MO KIO,260000
85723,2021-03-01,ANG MO KIO,265000
85724,2021-03-01,ANG MO KIO,270000
85725,2021-03-01,ANG MO KIO,270000
85726,2021-03-01,ANG MO KIO,270000
85727,2021-03-01,ANG MO KIO,273500
85728,2021-03-01,ANG MO KIO,274888
85729,2021-03-01,ANG MO KIO,275000
85730,2021-03-01,ANG MO KIO,275000
85731,2021-03-01,ANG MO KIO,275000
85732,2021-03-01,ANG MO KIO,275000
85733,2021-03-01,ANG MO KIO,278000
85734,2021-03-01,ANG MO KIO,285000
85735,2021-03-01,ANG MO KIO,285000
85736,2021-03-01,ANG MO KIO,285000
85737,2021-03-01,ANG MO KIO,293000
85738,2021-03-01,ANG MO KIO,293000
85739,2021-03-01,ANG MO KIO,294888
85740,2021-03-01,ANG MO KIO,298000
85741,2021-03-01,ANG MO KIO,299888
85742,2021-03-01,ANG MO KIO,300000
85743,2021-03-01,ANG MO KIO,300000
85744,2021-03-01,ANG MO KIO,302888
85745,2021-03-01,ANG MO KIO,303000
85746,2021-03-01,ANG MO KIO,305000
85747,2021-03-01,ANG MO KIO,306000
85748,2021-03-01,ANG MO KIO,308000
85749,2021-03-01,ANG MO KIO,310000
85750,2021-03-01,ANG MO KIO,310000
85751,2021-03-01,ANG MO KIO,315000
85752,2021-03-01,ANG MO KIO,315000
85753,2021-03-01,ANG MO KIO,317000
85754,2021-03-01,ANG MO KIO,318000
85755,2021-03-01,ANG MO KIO,320000
85756,2021-03-01,ANG MO KIO,326000
85757,2021-03-01,ANG MO KIO,328000
85758,2021-03-01,ANG MO KIO,330000
85759,2021-03-01,ANG MO KIO,330000
85760,2021-03-01,ANG MO KIO,330000
85761,2021-03-01,ANG MO KIO,330888
85762,2021-03-01,ANG MO KIO,335000
85763,2021-03-01,ANG MO KIO,336000
85764,2021-03-01,ANG MO KIO,338000
85765,2021-03-01,ANG MO KIO,341888
85766,2021-03-01,ANG MO KIO,345000
85767,2021-03-01,ANG MO KIO,346000
85768,2021-03-01,ANG MO KIO,350000
85769,2021-03-01,ANG MO KIO,350000
85770,2021-03-01,ANG MO KIO,355000
85771,2021-03-01,ANG MO KIO,358000
85772,2021-03-01,ANG MO KIO,360000
85773,2021-03-01,ANG MO KIO,365000
85774,2021-03-01,ANG MO KIO,365000
85775,2021-03-01,ANG MO KIO,375000
85776,2021-03-01,ANG MO KIO,375000
85777,2021-03-01,ANG MO KIO,390000
85778,2021-03-01,ANG MO KIO,400000
85779,2021-03-01,ANG MO KIO,400000
85780,2021-03-01,ANG MO KIO,420000
85781,2021-03-01,ANG MO KIO,435000
85782,2021-03-01,ANG MO KIO,436000
85783,2021-03-01,ANG MO KIO,438000
85784,2021-03-01,ANG MO KIO,442000
85785,2021-03-01,ANG MO KIO,448000
85786,2021-03-01,ANG MO KIO,460000
85787,2021-03-01,ANG MO KIO,463888
85788,2021-03-01,ANG MO KIO,472000
85789,2021-03-01,ANG MO KIO,500000
85790,2021-03-01,ANG MO KIO,505000
85791,2021-03-01,ANG MO KIO,510000
85792,2021-03-01,ANG MO KIO,520000
85793,2021-03-01,ANG MO KIO,520000
85794,2021-03-01,ANG MO KIO,520000
85795,2021-03-01,ANG MO KIO,538000
85796,2021-03-01,ANG MO KIO,560000
85797,2021-03-01,ANG MO KIO,575000
85798,2021-03-01,ANG MO KIO,600000
85799,2021-03-01,ANG MO KIO,640000
85800,2021-03-01,ANG MO KIO,650000
85801,2021-03-01,ANG MO KIO,660000
85802,2021-03-01,ANG MO KIO,660000
85803,2021-03-01,ANG MO KIO,668888
85804,2021-03-01,ANG MO KIO,685000
85805,2021-03-01,ANG MO KIO,730000
85806,2021-03-01,ANG MO KIO,753000
85807,2021-03-01,ANG MO KIO,760000
85808,2021-03-01,ANG MO KIO,760000
85809,2021-03-01,ANG MO KIO,850000
85810,2021-04-01,ANG MO KIO,208500
85811,2021-04-01,ANG MO KIO,218000
85812,2021-04-01,ANG MO KIO,250000
85813,2021-04-01,ANG MO KIO,265000
85814,2021-04-01,ANG MO KIO,270000
85815,2021-04-01,ANG MO KIO,280000
85816,2021-04-01,ANG MO KIO,280000
85817,2021-04-01,ANG MO KIO,282000
85818,2021-04-01,ANG MO KIO,290000
85819,2021-04-01,ANG MO KIO,290000
85820,2021-04-01,ANG MO KIO,290000
85821,2021-04-01,ANG MO KIO,290000
85822,2021-04-01,ANG MO KIO,295000
85823,2021-04-01,ANG MO KIO,300000
85824,2021-04-01,ANG MO KIO,305000
85825,2021-04-01,ANG MO KIO,305000
85826,2021-04-01,ANG MO KIO,308000
85827,2021-04-01,ANG MO KIO,308000
85828,2021-04-01,ANG MO KIO,308000
85829,2021-04-01,ANG MO KIO,308000
85830,2021-04-01,ANG MO KIO,308888
85831,2021-04-01,ANG MO KIO,315000
85832,2021-04-01,ANG MO KIO,315000
85833,2021-04-01,ANG MO KIO,316888
85834,2021-04-01,ANG MO KIO,318000
85835,2021-04-01,ANG MO KIO,320000
85836,2021-04-01,ANG MO KIO,320088
85837,2021-04-01,ANG MO KIO,322000
85838,2021-04-01,ANG MO KIO,324000
85839,2021-04-01,ANG MO KIO,325000
85840,2021-04-01,ANG MO KIO,325388
85841,2021-04-01,ANG MO KIO,330000
85842,2021-04-01,ANG MO KIO,330000
85843,2021-04-01,ANG MO KIO,335000
85844,2021-04-01,ANG MO KIO,338000
85845,2021-04-01,ANG MO KIO,338880
85846,2021-04-01,ANG MO KIO,343000
85847,2021-04-01,ANG MO KIO,345000
85848,2021-04-01,ANG MO KIO,345000
85849,2021-04-01,ANG MO KIO,345000
85850,2021-04-01,ANG MO KIO,352000
85851,2021-04-01,ANG MO KIO,355000
85852,2021-04-01,ANG MO KIO,355000
85853,2021-04-01,ANG MO KIO,365000
85854,2021-04-01,ANG MO KIO,375000
85855,2021-04-01,ANG MO KIO,375000
85856,2021-04-01,ANG MO KIO,385000
85857,2021-04-01,ANG MO KIO,398000
85858,2021-04-01,ANG MO KIO,400000
85859,2021-04-01,ANG MO KIO,400000
85860,2021-04-01,ANG MO KIO,405000
85861,2021-04-01,ANG MO KIO,416000
85862,2021-04-01,ANG MO KIO,418000
85863,2021-04-01,ANG MO KIO,420000
85864,2021-04-01,ANG MO KIO,435000
85865,2021-04-01,ANG MO KIO,435000
85866,2021-04-01,ANG MO KIO,435000
85867,2021-04-01,ANG MO KIO,445000
85868,2021-04-01,ANG MO KIO,445000
85869,2021-04-01,ANG MO KIO,450000
85870,2021-04-01,ANG MO KIO,460000
85871,2021-04-01,ANG MO KIO,470000
85872,2021-04-01,ANG MO KIO,473000
85873,2021-04-01,ANG MO KIO,475000
85874,2021-04-01,ANG MO KIO,480000
85875,2021-04-01,ANG MO KIO,520000
85876,2021-04-01,ANG MO KIO,536888
85877,2021-04-01,ANG MO KIO,537000
85878,2021-04-01,ANG MO KIO,540000
85879,2021-04-01,ANG MO KIO,545000
85880,2021-04-01,ANG MO KIO,588000
85881,2021-04-01,ANG MO KIO,590000
85882,2021-04-01,ANG MO KIO,600000
85883,2021-04-01,ANG MO KIO,600000
85884,2021-04-01,ANG MO KIO,608888
85885,2021-04-01,ANG MO KIO,612000
85886,2021-04-01,ANG MO KIO,645000
85887,2021-04-01,ANG MO KIO,665000
85888,2021-04-01,ANG MO KIO,666000
85889,2021-04-01,ANG MO KIO,675000
85890,2021-04-01,ANG MO KIO,678800
85891,2021-04-01,ANG MO KIO,728000
85892,2021-04-01,ANG MO KIO,770000
85893,2021-05-01,ANG MO KIO,230000
85894,2021-05-01,ANG MO KIO,260000
85895,2021-05-01,ANG MO KIO,290000
85896,2021-05-01,ANG MO KIO,292000
85897,2021-05-01,ANG MO KIO,295000
85898,2021-05-01,ANG MO KIO,295000
85899,2021-05-01,ANG MO KIO,298000
85900,2021-05-01,ANG MO KIO,300000
85901,2021-05-01,ANG MO KIO,303000
85902,2021-05-01,ANG MO KIO,305000
85903,2021-05-01,ANG MO KIO,310000
85904,2021-05-01,ANG MO KIO,310000
85905,2021-05-01,ANG MO KIO,315000
85906,2021-05-01,ANG MO KIO,315000
85907,2021-05-01,ANG MO KIO,318000
85908,2021-05-01,ANG MO KIO,320000
85909,2021-05-01,ANG MO KIO,322000
85910,2021-05-01,ANG MO KIO,323000
85911,2021-05-01,ANG MO KIO,326000
85912,2021-05-01,ANG MO KIO,328000
85913,2021-05-01,ANG MO KIO,330000
85914,2021-05-01,ANG MO KIO,332000
85915,2021-05-01,ANG MO KIO,334000
85916,2021-05-01,ANG MO KIO,335800
85917,2021-05-01,ANG MO KIO,340000
85918,2021-05-01,ANG MO KIO,350000
85919,2021-05-01,ANG MO KIO,350000
85920,2021-05-01,ANG MO KIO,355000
85921,2021-05-01,ANG MO KIO,360000
85922,2021-05-01,ANG MO KIO,360000
85923,2021-05-01,ANG MO KIO,365000
85924,2021-05-01,ANG MO KIO,368800
85925,2021-05-01,ANG MO KIO,378000
85926,2021-05-01,ANG MO KIO,385000
85927,2021-05-01,ANG MO KIO,385000
85928,2021-05-01,ANG MO KIO,390000
85929,2021-05-01,ANG MO KIO,390000
85930,2021-05-01,ANG MO KIO,395000
85931,2021-05-01,ANG MO KIO,400000
85932,2021-05-01,ANG MO KIO,400000
85933,2021-05-01,ANG MO KIO,408000
85934,2021-05-01,ANG MO KIO,408000
85935,2021-05-01,ANG MO KIO,415000
85936,2021-05-01,ANG MO KIO,415000
85937,2021-05-01,ANG MO KIO,430000
85938,2021-05-01,ANG MO KIO,430000
85939,2021-05-01,ANG MO KIO,430000
85940,2021-05-01,ANG MO KIO,438000
85941,2021-05-01,ANG MO KIO,438000
85942,2021-05-01,ANG MO KIO,440000
85943,2021-05-01,ANG MO KIO,450000
85944,2021-05-01,ANG MO KIO,455000
85945,2021-05-01,ANG MO KIO,460000
85946,2021-05-01,ANG MO KIO,468000
85947,2021-05-01,ANG MO KIO,477000
85948,2021-05-01,ANG MO KIO,480000
85949,2021-05-01,ANG MO KIO,500000
85950,2021-05-01,ANG MO KIO,508000
85951,2021-05-01,ANG MO KIO,545000
85952,2021-05-01,ANG MO KIO,570000
85953,2021-05-01,ANG MO KIO,577000
85954,2021-05-01,ANG MO KIO,578000
85955,2021-05-01,ANG MO KIO,628888
85956,2021-05-01,ANG MO KIO,645000
85957,2021-05-01,ANG MO KIO,670000
85958,2021-05-01,ANG MO KIO,675000
85959,2021-05-01,ANG MO KIO,710000
85960,2021-05-01,ANG MO KIO,710000
85961,2021-05-01,ANG MO KIO,718000
85962,2021-05-01,ANG MO KIO,720000
85963,2021-05-01,ANG MO KIO,740000
85964,2021-05-01,ANG MO KIO,740000
85965,2021-05-01,ANG MO KIO,770000
85966,2021-05-01,ANG MO KIO,778000
85967,2021-05-01,ANG MO KIO,784999
85968,2021-06-01,ANG MO KIO,270000
85969,2021-06-01,ANG MO KIO,272000
85970,2021-06-01,ANG MO KIO,285000
85971,2021-06-01,ANG MO KIO,288000
85972,2021-06-01,ANG MO KIO,288888
85973,2021-06-01,ANG MO KIO,300000
85974,2021-06-01,ANG MO KIO,302888
85975,2021-06-01,ANG MO KIO,303000
85976,2021-06-01,ANG MO KIO,305000
85977,2021-06-01,ANG MO KIO,307000
85978,2021-06-01,ANG MO KIO,308000
85979,2021-06-01,ANG MO KIO,310000
85980,2021-06-01,ANG MO KIO,310000
85981,2021-06-01,ANG MO KIO,315000
85982,2021-06-01,ANG MO KIO,315000
85983,2021-06-01,ANG MO KIO,315888
85984,2021-06-01,ANG MO KIO,317000
85985,2021-06-01,ANG MO KIO,320000
85986,2021-06-01,ANG MO KIO,320000
85987,2021-06-01,ANG MO KIO,324888
85988,2021-06-01,ANG MO KIO,325000
85989,2021-06-01,ANG MO KIO,325000
85990,2021-06-01,ANG MO KIO,325000
85991,2021-06-01,ANG MO KIO,325000
85992,2021-06-01,ANG MO KIO,328000
85993,2021-06-01,ANG MO KIO,333000
85994,2021-06-01,ANG MO KIO,335000
85995,2021-06-01,ANG MO KIO,338000
85996,2021-06-01,ANG MO KIO,338000
85997,2021-06-01,ANG MO KIO,338888
85998,2021-06-01,ANG MO KIO,340000
85999,2021-06-01,ANG MO KIO,340000
86000,2021-06-01,ANG MO KIO,340000
86001,2021-06-01,ANG MO KIO,345000
86002,2021-06-01,ANG MO KIO,350000
86003,2021-06-01,ANG MO KIO,353888
86004,2021-06-01,ANG MO KIO,362000
86005,2021-06-01,ANG MO KIO,370000
86006,2021-06-01,ANG MO KIO,370000
86007,2021-06-01,ANG MO KIO,392000
86008,2021-06-01,ANG MO KIO,395000
86009,2021-06-01,ANG MO KIO,398000
86010,2021-06-01,ANG MO KIO,400000
86011,2021-06-01,ANG MO KIO,408888
86012,2021-06-01,ANG MO KIO,410000
86013,2021-06-01,ANG MO KIO,410000
86014,2021-06-01,ANG MO KIO,410000
86015,2021-06-01,ANG MO KIO,416800
86016,2021-06-01,ANG MO KIO,418000
86017,2021-06-01,ANG MO KIO,420000
86018,2021-06-01,ANG MO KIO,425000
86019,2021-06-01,ANG MO KIO,428000
86020,2021-06-01,ANG MO KIO,440000
86021,2021-06-01,ANG MO KIO,440000
86022,2021-06-01,ANG MO KIO,450000
86023,2021-06-01,ANG MO KIO,458000
86024,2021-06-01,ANG MO KIO,461000
86025,2021-06-01,ANG MO KIO,465000
86026,2021-06-01,ANG MO KIO,465500
86027,2021-06-01,ANG MO KIO,480000
86028,2021-06-01,ANG MO KIO,480000
86029,2021-06-01,ANG MO KIO,520000
86030,2021-06-01,ANG MO KIO,520888
86031,2021-06-01,ANG MO KIO,540000
86032,2021-06-01,ANG MO KIO,543000
86033,2021-06-01,ANG MO KIO,550000
86034,2021-06-01,ANG MO KIO,558000
86035,2021-06-01,ANG MO KIO,560000
86036,2021-06-01,ANG MO KIO,580000
86037,2021-06-01,ANG MO KIO,595000
86038,2021-06-01,ANG MO KIO,600000
86039,2021-06-01,ANG MO KIO,605000
86040,2021-06-01,ANG MO KIO,620000
86041,2021-06-01,ANG MO KIO,690000
86042,2021-06-01,ANG MO KIO,720000
86043,2021-06-01,ANG MO KIO,785000
86044,2021-06-01,ANG MO KIO,812000
86045,2021-07-01,ANG MO KIO,225000
86046,2021-07-01,ANG MO KIO,235000
86047,2021-07-01,ANG MO KIO,270000
86048,2021-07-01,ANG MO KIO,281000
86049,2021-07-01,ANG MO KIO,285000
86050,2021-07-01,ANG MO KIO,288000
86051,2021-07-01,ANG MO KIO,290000
86052,2021-07-01,ANG MO KIO,295000
86053,2021-07-01,ANG MO KIO,302000
86054,2021-07-01,ANG MO KIO,302000
86055,2021-07-01,ANG MO KIO,304000
86056,2021-07-01,ANG MO KIO,305000
86057,2021-07-01,ANG MO KIO,307000
86058,2021-07-01,ANG MO KIO,308000
86059,2021-07-01,ANG MO KIO,310888
86060,2021-07-01,ANG MO KIO,312000
86061,2021-07-01,ANG MO KIO,315000
86062,2021-07-01,ANG MO KIO,315000
86063,2021-07-01,ANG MO KIO,315000
86064,2021-07-01,ANG MO KIO,320000
86065,2021-07-01,ANG MO KIO,320000
86066,2021-07-01,ANG MO KIO,320000
86067,2021-07-01,ANG MO KIO,320888
86068,2021-07-01,ANG MO KIO,322000
86069,2021-07-01,ANG MO KIO,323000
86070,2021-07-01,ANG MO KIO,325000
86071,2021-07-01,ANG MO KIO,325000
86072,2021-07-01,ANG MO KIO,325000
86073,2021-07-01,ANG MO KIO,325000
86074,2021-07-01,ANG MO KIO,326000
86075,2021-07-01,ANG MO KIO,328000
86076,2021-07-01,ANG MO KIO,328000
86077,2021-07-01,ANG MO KIO,330000
86078,2021-07-01,ANG MO KIO,333000
86079,2021-07-01,ANG MO KIO,335000
86080,2021-07-01,ANG MO KIO,340000
86081,2021-07-01,ANG MO KIO,340000
86082,2021-07-01,ANG MO KIO,348000
86083,2021-07-01,ANG MO KIO,350000
86084,2021-07-01,ANG MO KIO,350000
86085,2021-07-01,ANG MO KIO,355000
86086,2021-07-01,ANG MO KIO,358000
86087,2021-07-01,ANG MO KIO,358000
86088,2021-07-01,ANG MO KIO,358000
86089,2021-07-01,ANG MO KIO,360000
86090,2021-07-01,ANG MO KIO,375000
86091,2021-07-01,ANG MO KIO,375000
86092,2021-07-01,ANG MO KIO,380000
86093,2021-07-01,ANG MO KIO,380000
86094,2021-07-01,ANG MO KIO,382800
86095,2021-07-01,ANG MO KIO,388000
86096,2021-07-01,ANG MO KIO,388888
86097,2021-07-01,ANG MO KIO,400000
86098,2021-07-01,ANG MO KIO,418000
86099,2021-07-01,ANG MO KIO,422000
86100,2021-07-01,ANG MO KIO,425000
86101,2021-07-01,ANG MO KIO,425000
86102,2021-07-01,ANG MO KIO,428888
86103,2021-07-01,ANG MO KIO,443000
86104,2021-07-01,ANG MO KIO,448000
86105,2021-07-01,ANG MO KIO,450000
86106,2021-07-01,ANG MO KIO,465000
86107,2021-07-01,ANG MO KIO,470000
86108,2021-07-01,ANG MO KIO,470000
86109,2021-07-01,ANG MO KIO,488000
86110,2021-07-01,ANG MO KIO,488888
86111,2021-07-01,ANG MO KIO,495000
86112,2021-07-01,ANG MO KIO,500000
86113,2021-07-01,ANG MO KIO,505000
86114,2021-07-01,ANG MO KIO,506800
86115,2021-07-01,ANG MO KIO,515000
86116,2021-07-01,ANG MO KIO,530000
86117,2021-07-01,ANG MO KIO,568000
86118,2021-07-01,ANG MO KIO,591000
86119,2021-07-01,ANG MO KIO,595000
86120,2021-07-01,ANG MO KIO,600000
86121,2021-07-01,ANG MO KIO,620000
86122,2021-07-01,ANG MO KIO,632000
86123,2021-07-01,ANG MO KIO,648000
86124,2021-07-01,ANG MO KIO,650000
86125,2021-07-01,ANG MO KIO,678888
86126,2021-07-01,ANG MO KIO,688000
86127,2021-07-01,ANG MO KIO,690000
86128,2021-07-01,ANG MO KIO,700000
86129,2021-07-01,ANG MO KIO,728888
86130,2021-07-01,ANG MO KIO,730000
86131,2021-07-01,ANG MO KIO,730000
86132,2021-07-01,ANG MO KIO,773100
86133,2021-07-01,ANG MO KIO,780000
86134,2021-07-01,ANG MO KIO,813000
86135,2021-08-01,ANG MO KIO,280000
86136,2021-08-01,ANG MO KIO,280000
86137,2021-08-01,ANG MO KIO,300000
86138,2021-08-01,ANG MO KIO,305000
86139,2021-08-01,ANG MO KIO,306888
86140,2021-08-01,ANG MO KIO,308000
86141,2021-08-01,ANG MO KIO,310000
86142,2021-08-01,ANG MO KIO,310000
86143,2021-08-01,ANG MO KIO,310000
86144,2021-08-01,ANG MO KIO,311000
86145,2021-08-01,ANG MO KIO,312000
86146,2021-08-01,ANG MO KIO,312000
86147,2021-08-01,ANG MO KIO,315000
86148,2021-08-01,ANG MO KIO,315000
86149,2021-08-01,ANG MO KIO,315000
86150,2021-08-01,ANG MO KIO,315000
86151,2021-08-01,ANG MO KIO,318000
86152,2021-08-01,ANG MO KIO,320000
86153,2021-08-01,ANG MO KIO,320000
86154,2021-08-01,ANG MO KIO,320000
86155,2021-08-01,ANG MO KIO,320000
86156,2021-08-01,ANG MO KIO,321000
86157,2021-08-01,ANG MO KIO,322000
86158,2021-08-01,ANG MO KIO,325000
86159,2021-08-01,ANG MO KIO,326000
86160,2021-08-01,ANG MO KIO,328000
86161,2021-08-01,ANG MO KIO,328000
86162,2021-08-01,ANG MO KIO,330000
86163,2021-08-01,ANG MO KIO,330000
86164,2021-08-01,ANG MO KIO,330000
86165,2021-08-01,ANG MO KIO,330000
86166,2021-08-01,ANG MO KIO,330000
86167,2021-08-01,ANG MO KIO,330000
86168,2021-08-01,ANG MO KIO,330000
86169,2021-08-01,ANG MO KIO,333000
86170,2021-08-01,ANG MO KIO,335000
86171,2021-08-01,ANG MO KIO,335000
86172,2021-08-01,ANG MO KIO,336000
86173,2021-08-01,ANG MO KIO,338000
86174,2021-08-01,ANG MO KIO,338888
86175,2021-08-01,ANG MO KIO,340000
86176,2021-08-01,ANG MO KIO,343000
86177,2021-08-01,ANG MO KIO,344000
86178,2021-08-01,ANG MO KIO,345000
86179,2021-08-01,ANG MO KIO,348888
86180,2021-08-01,ANG MO KIO,350000
86181,2021-08-01,ANG MO KIO,353000
86182,2021-08-01,ANG MO KIO,355000
86183,2021-08-01,ANG MO KIO,355000
86184,2021-08-01,ANG MO KIO,358000
86185,2021-08-01,ANG MO KIO,360000
86186,2021-08-01,ANG MO KIO,365000
86187,2021-08-01,ANG MO KIO,366000
86188,2021-08-01,ANG MO KIO,372000
86189,2021-08-01,ANG MO KIO,380000
86190,2021-08-01,ANG MO KIO,380000
86191,2021-08-01,ANG MO KIO,388000
86192,2021-08-01,ANG MO KIO,390000
86193,2021-08-01,ANG MO KIO,392000
86194,2021-08-01,ANG MO KIO,395000
86195,2021-08-01,ANG MO KIO,400000
86196,2021-08-01,ANG MO KIO,408000
86197,2021-08-01,ANG MO KIO,415000
86198,2021-08-01,ANG MO KIO,422888
86199,2021-08-01,ANG MO KIO,423000
86200,2021-08-01,ANG MO KIO,435000
86201,2021-08-01,ANG MO KIO,438000
86202,2021-08-01,ANG MO KIO,448000
86203,2021-08-01,ANG MO KIO,450000
86204,2021-08-01,ANG MO KIO,460000
86205,2021-08-01,ANG MO KIO,465000
86206,2021-08-01,ANG MO KIO,470000
86207,2021-08-01,ANG MO KIO,470000
86208,2021-08-01,ANG MO KIO,470000
86209,2021-08-01,ANG MO KIO,500000
86210,2021-08-01,ANG MO KIO,530000
86211,2021-08-01,ANG MO KIO,545000
86212,2021-08-01,ANG MO KIO,555000
86213,2021-08-01,ANG MO KIO,565000
86214,2021-08-01,ANG MO KIO,583000
86215,2021-08-01,ANG MO KIO,585000
86216,2021-08-01,ANG MO KIO,600000
86217,2021-08-01,ANG MO KIO,608000
86218,2021-08-01,ANG MO KIO,608000
86219,2021-08-01,ANG MO KIO,620000
86220,2021-08-01,ANG MO KIO,620000
86221,2021-08-01,ANG MO KIO,638888
86222,2021-08-01,ANG MO KIO,640000
86223,2021-08-01,ANG MO KIO,651000
86224,2021-08-01,ANG MO KIO,690000
86225,2021-08-01,ANG MO KIO,705000
86226,2021-08-01,ANG MO KIO,745000
86227,2021-08-01,ANG MO KIO,755000
86228,2021-08-01,ANG MO KIO,765000
86229,2021-08-01,ANG MO KIO,770000
86230,2021-08-01,ANG MO KIO,780000
86231,2021-09-01,ANG MO KIO,233000
86232,2021-09-01,ANG MO KIO,300000
86233,2021-09-01,ANG MO KIO,300000
86234,2021-09-01,ANG MO KIO,300000
86235,2021-09-01,ANG MO KIO,305000
86236,2021-09-01,ANG MO KIO,305000
86237,2021-09-01,ANG MO KIO,307000
86238,2021-09-01,ANG MO KIO,310000
86239,2021-09-01,ANG MO KIO,313000
86240,2021-09-01,ANG MO KIO,315000
86241,2021-09-01,ANG MO KIO,315000
86242,2021-09-01,ANG MO KIO,315000
86243,2021-09-01,ANG MO KIO,318000
86244,2021-09-01,ANG MO KIO,320000
86245,2021-09-01,ANG MO KIO,323000
86246,2021-09-01,ANG MO KIO,324078
86247,2021-09-01,ANG MO KIO,325000
86248,2021-09-01,ANG MO KIO,325800
86249,2021-09-01,ANG MO KIO,328000
86250,2021-09-01,ANG MO KIO,330000
86251,2021-09-01,ANG MO KIO,333000
86252,2021-09-01,ANG MO KIO,334000
86253,2021-09-01,ANG MO KIO,335000
86254,2021-09-01,ANG MO KIO,339000
86255,2021-09-01,ANG MO KIO,340000
86256,2021-09-01,ANG MO KIO,342000
86257,2021-09-01,ANG MO KIO,344800
86258,2021-09-01,ANG MO KIO,345000
86259,2021-09-01,ANG MO KIO,348000
86260,2021-09-01,ANG MO KIO,350000
86261,2021-09-01,ANG MO KIO,350000
86262,2021-09-01,ANG MO KIO,368000
86263,2021-09-01,ANG MO KIO,368000
86264,2021-09-01,ANG MO KIO,368000
86265,2021-09-01,ANG MO KIO,370000
86266,2021-09-01,ANG MO KIO,370000
86267,2021-09-01,ANG MO KIO,378000
86268,2021-09-01,ANG MO KIO,380000
86269,2021-09-01,ANG MO KIO,383000
86270,2021-09-01,ANG MO KIO,390000
86271,2021-09-01,ANG MO KIO,393888
86272,2021-09-01,ANG MO KIO,395000
86273,2021-09-01,ANG MO KIO,400000
86274,2021-09-01,ANG MO KIO,400000
86275,2021-09-01,ANG MO KIO,400000
86276,2021-09-01,ANG MO KIO,415000
86277,2021-09-01,ANG MO KIO,418000
86278,2021-09-01,ANG MO KIO,420000
86279,2021-09-01,ANG MO KIO,425000
86280,2021-09-01,ANG MO KIO,430000
86281,2021-09-01,ANG MO KIO,430000
86282,2021-09-01,ANG MO KIO,440000
86283,2021-09-01,ANG MO KIO,442000
86284,2021-09-01,ANG MO KIO,445000
86285,2021-09-01,ANG MO KIO,450000
86286,2021-09-01,ANG MO KIO,458000
86287,2021-09-01,ANG MO KIO,458000
86288,2021-09-01,ANG MO KIO,460000
86289,2021-09-01,ANG MO KIO,467000
86290,2021-09-01,ANG MO KIO,470000
86291,2021-09-01,ANG MO KIO,518000
86292,2021-09-01,ANG MO KIO,530000
86293,2021-09-01,ANG MO KIO,536000
86294,2021-09-01,ANG MO KIO,550000
86295,2021-09-01,ANG MO KIO,550000
86296,2021-09-01,ANG MO KIO,575000
86297,2021-09-01,ANG MO KIO,578000
86298,2021-09-01,ANG MO KIO,578000
86299,2021-09-01,ANG MO KIO,588000
86300,2021-09-01,ANG MO KIO,598000
86301,2021-09-01,ANG MO KIO,620000
86302,2021-09-01,ANG MO KIO,623000
86303,2021-09-01,ANG MO KIO,645888
86304,2021-09-01,ANG MO KIO,655000
86305,2021-09-01,ANG MO KIO,660000
86306,2021-09-01,ANG MO KIO,675000
86307,2021-09-01,ANG MO KIO,680000
86308,2021-09-01,ANG MO KIO,700000
86309,2021-09-01,ANG MO KIO,730000
86310,2021-09-01,ANG MO KIO,750000
86311,2021-09-01,ANG MO KIO,753000
86312,2021-09-01,ANG MO KIO,810000
86313,2021-10-01,ANG MO KIO,230000
86314,2021-10-01,ANG MO KIO,280000
86315,2021-10-01,ANG MO KIO,288000
86316,2021-10-01,ANG MO KIO,288000
86317,2021-10-01,ANG MO KIO,290000
86318,2021-10-01,ANG MO KIO,300000
86319,2021-10-01,ANG MO KIO,300000
86320,2021-10-01,ANG MO KIO,300000
86321,2021-10-01,ANG MO KIO,305000
86322,2021-10-01,ANG MO KIO,310000
86323,2021-10-01,ANG MO KIO,310000
86324,2021-10-01,ANG MO KIO,313000
86325,2021-10-01,ANG MO KIO,315000
86326,2021-10-01,ANG MO KIO,315000
86327,2021-10-01,ANG MO KIO,320000
86328,2021-10-01,ANG MO KIO,325000
86329,2021-10-01,ANG MO KIO,325500
86330,2021-10-01,ANG MO KIO,325880
86331,2021-10-01,ANG MO KIO,326888
86332,2021-10-01,ANG MO KIO,328000
86333,2021-10-01,ANG MO KIO,328000
86334,2021-10-01,ANG MO KIO,328000
86335,2021-10-01,ANG MO KIO,330000
86336,2021-10-01,ANG MO KIO,330000
86337,2021-10-01,ANG MO KIO,330000
86338,2021-10-01,ANG MO KIO,330000
86339,2021-10-01,ANG MO KIO,330000
86340,2021-10-01,ANG MO KIO,335000
86341,2021-10-01,ANG MO KIO,337000
86342,2021-10-01,ANG MO KIO,338000
86343,2021-10-01,ANG MO KIO,338000
86344,2021-10-01,ANG MO KIO,338800
86345,2021-10-01,ANG MO KIO,338888
86346,2021-10-01,ANG MO KIO,340000
86347,2021-10-01,ANG MO KIO,340000
