,month,town,resale_price
35922,2018-10-01,ANG MO KIO,288000
35923,2018-10-01,ANG MO KIO,294000
35924,2018-10-01,ANG MO KIO,294000
35925,2018-10-01,ANG MO KIO,295000
35926,2018-10-01,ANG MO KIO,295000
35927,2018-10-01,ANG MO KIO,298000
35928,2018-10-01,ANG MO KIO,305000
35929,2018-10-01,ANG MO KIO,308000
35930,2018-10-01,ANG MO KIO,308000
35931,2018-10-01,ANG MO KIO,310000
35932,2018-10-01,ANG MO KIO,313000
35933,2018-10-01,ANG MO KIO,315000
35934,2018-10-01,ANG MO KIO,315000
35935,2018-10-01,ANG MO KIO,325000
35936,2018-10-01,ANG MO KIO,325000
35937,2018-10-01,ANG MO KIO,328888
35938,2018-10-01,ANG MO KIO,346000
35939,2018-10-01,ANG MO KIO,336000
35940,2018-10-01,ANG MO KIO,370000
35941,2018-10-01,ANG MO KIO,395000
35942,2018-10-01,ANG MO KIO,402000
35943,2018-10-01,ANG MO KIO,402000
35944,2018-10-01,ANG MO KIO,410000
35945,2018-10-01,ANG MO KIO,412000
35946,2018-10-01,ANG MO KIO,430000
35947,2018-10-01,ANG MO KIO,439500
35948,2018-10-01,ANG MO KIO,442000
35949,2018-10-01,ANG MO KIO,455000
35950,2018-10-01,ANG MO KIO,478000
35951,2018-10-01,ANG MO KIO,590000
35952,2018-10-01,ANG MO KIO,600000
35953,2018-10-01,ANG MO KIO,600000
35954,2018-10-01,ANG MO KIO,625000
35955,2018-10-01,ANG MO KIO,700000
35956,2018-10-01,ANG MO KIO,707000
35957,2018-10-01,ANG MO KIO,743000
35958,2018-10-01,ANG MO KIO,538000
35959,2018-10-01,ANG MO KIO,575000
35960,2018-10-01,ANG MO KIO,580000
35961,2018-10-01,ANG MO KIO,585000
35962,2018-10-01,ANG MO KIO,620000
35963,2018-10-01,ANG MO KIO,670000
35964,2018-10-01,ANG MO KIO,700000
35965,2018-10-01,ANG MO KIO,730000
35966,2018-10-01,ANG MO KIO,758000
35967,2018-10-01,ANG MO KIO,770000
35968,2018-10-01,ANG MO KIO,788000
35969,2018-10-01,ANG MO KIO,803888
35970,2018-10-01,ANG MO KIO,835000
35971,2018-10-01,ANG MO KIO,837000
35972,2018-10-01,ANG MO KIO,845000
37833,2018-11-01,ANG MO KIO,232000
37834,2018-11-01,ANG MO KIO,245000
37835,2018-11-01,ANG MO KIO,248000
37836,2018-11-01,ANG MO KIO,250000
37837,2018-11-01,ANG MO KIO,250000
37838,2018-11-01,ANG MO KIO,250000
37839,2018-11-01,ANG MO KIO,250000
37840,2018-11-01,ANG MO KIO,250000
37841,2018-11-01,ANG MO KIO,253000
37842,2018-11-01,ANG MO KIO,255000
37843,2018-11-01,ANG MO KIO,260000
37844,2018-11-01,ANG MO KIO,260000
37845,2018-11-01,ANG MO KIO,262000
37846,2018-11-01,ANG MO KIO,268000
37847,2018-11-01,ANG MO KIO,270000
37848,2018-11-01,ANG MO KIO,270000
37849,2018-11-01,ANG MO KIO,275000
37850,2018-11-01,ANG MO KIO,276000
37851,2018-11-01,ANG MO KIO,279000
37852,2018-11-01,ANG MO KIO,280000
37853,2018-11-01,ANG MO KIO,280000
37854,2018-11-01,ANG MO KIO,285000
37855,2018-11-01,ANG MO KIO,285000
37856,2018-11-01,ANG MO KIO,288000
37857,2018-11-01,ANG MO KIO,290000
37858,2018-11-01,ANG MO KIO,290000
37859,2018-11-01,ANG MO KIO,290000
37860,2018-11-01,ANG MO KIO,295000
37861,2018-11-01,ANG MO KIO,303888
37862,2018-11-01,ANG MO KIO,306500
37863,2018-11-01,ANG MO KIO,308000
37864,2018-11-01,ANG MO KIO,310000
37865,2018-11-01,ANG MO KIO,315000
37866,2018-11-01,ANG MO KIO,318888
37867,2018-11-01,ANG MO KIO,320000
37868,2018-11-01,ANG MO KIO,320000
37869,2018-11-01,ANG MO KIO,321888
37870,2018-11-01,ANG MO KIO,330000
37871,2018-11-01,ANG MO KIO,332800
37872,2018-11-01,ANG MO KIO,340000
37873,2018-11-01,ANG MO KIO,345000
37874,2018-11-01,ANG MO KIO,349000
37875,2018-11-01,ANG MO KIO,360000
37876,2018-11-01,ANG MO KIO,390000
37877,2018-11-01,ANG MO KIO,430000
37878,2018-11-01,ANG MO KIO,450000
37879,2018-11-01,ANG MO KIO,350000
37880,2018-11-01,ANG MO KIO,360000
37881,2018-11-01,ANG MO KIO,370000
37882,2018-11-01,ANG MO KIO,385000
37883,2018-11-01,ANG MO KIO,388000
37884,2018-11-01,ANG MO KIO,388888
37885,2018-11-01,ANG MO KIO,390000
37886,2018-11-01,ANG MO KIO,390000
37887,2018-11-01,ANG MO KIO,390000
37888,2018-11-01,ANG MO KIO,395000
37889,2018-11-01,ANG MO KIO,409000
37890,2018-11-01,ANG MO KIO,415000
37891,2018-11-01,ANG MO KIO,417000
37892,2018-11-01,ANG MO KIO,418000
37893,2018-11-01,ANG MO KIO,420000
37894,2018-11-01,ANG MO KIO,420000
37895,2018-11-01,ANG MO KIO,420000
37896,2018-11-01,ANG MO KIO,428000
37897,2018-11-01,ANG MO KIO,430000
37898,2018-11-01,ANG MO KIO,435000
37899,2018-11-01,ANG MO KIO,458000
37900,2018-11-01,ANG MO KIO,471888
37901,2018-11-01,ANG MO KIO,483000
37902,2018-11-01,ANG MO KIO,619000
37903,2018-11-01,ANG MO KIO,660000
37904,2018-11-01,ANG MO KIO,680000
37905,2018-11-01,ANG MO KIO,695000
37906,2018-11-01,ANG MO KIO,490000
37907,2018-11-01,ANG MO KIO,550000
37908,2018-11-01,ANG MO KIO,595800
37909,2018-11-01,ANG MO KIO,615000
37910,2018-11-01,ANG MO KIO,620000
37911,2018-11-01,ANG MO KIO,638000
37912,2018-11-01,ANG MO KIO,662888
37913,2018-11-01,ANG MO KIO,710000
37914,2018-11-01,ANG MO KIO,735888
37915,2018-11-01,ANG MO KIO,745000
37916,2018-11-01,ANG MO KIO,750000
37917,2018-11-01,ANG MO KIO,763000
37918,2018-11-01,ANG MO KIO,820000
37919,2018-11-01,ANG MO KIO,820000
39654,2018-12-01,ANG MO KIO,210000
39655,2018-12-01,ANG MO KIO,245000
39656,2018-12-01,ANG MO KIO,430000
39657,2018-12-01,ANG MO KIO,248000
39658,2018-12-01,ANG MO KIO,240000
39659,2018-12-01,ANG MO KIO,255000
39660,2018-12-01,ANG MO KIO,275000
39661,2018-12-01,ANG MO KIO,261888
39662,2018-12-01,ANG MO KIO,330000
39663,2018-12-01,ANG MO KIO,275000
39664,2018-12-01,ANG MO KIO,310000
39665,2018-12-01,ANG MO KIO,276000
39666,2018-12-01,ANG MO KIO,322000
39667,2018-12-01,ANG MO KIO,250000
39668,2018-12-01,ANG MO KIO,310000
39669,2018-12-01,ANG MO KIO,235000
39670,2018-12-01,ANG MO KIO,235000
39671,2018-12-01,ANG MO KIO,305000
39672,2018-12-01,ANG MO KIO,327000
39673,2018-12-01,ANG MO KIO,250000
39674,2018-12-01,ANG MO KIO,290000
39675,2018-12-01,ANG MO KIO,288000
39676,2018-12-01,ANG MO KIO,280000
39677,2018-12-01,ANG MO KIO,275000
39678,2018-12-01,ANG MO KIO,255000
39679,2018-12-01,ANG MO KIO,255000
39680,2018-12-01,ANG MO KIO,315000
39681,2018-12-01,ANG MO KIO,257000
39682,2018-12-01,ANG MO KIO,300000
39683,2018-12-01,ANG MO KIO,345000
39684,2018-12-01,ANG MO KIO,305000
39685,2018-12-01,ANG MO KIO,309000
39686,2018-12-01,ANG MO KIO,310000
39687,2018-12-01,ANG MO KIO,425000
39688,2018-12-01,ANG MO KIO,400000
39689,2018-12-01,ANG MO KIO,440000
39690,2018-12-01,ANG MO KIO,331000
39691,2018-12-01,ANG MO KIO,490000
39692,2018-12-01,ANG MO KIO,408888
39693,2018-12-01,ANG MO KIO,360000
39694,2018-12-01,ANG MO KIO,408000
39695,2018-12-01,ANG MO KIO,442000
39696,2018-12-01,ANG MO KIO,325000
39697,2018-12-01,ANG MO KIO,308000
39698,2018-12-01,ANG MO KIO,385000
39699,2018-12-01,ANG MO KIO,470000
39700,2018-12-01,ANG MO KIO,390000
39701,2018-12-01,ANG MO KIO,565000
39702,2018-12-01,ANG MO KIO,650000
39703,2018-12-01,ANG MO KIO,715000
39704,2018-12-01,ANG MO KIO,733000
39705,2018-12-01,ANG MO KIO,718888
39706,2018-12-01,ANG MO KIO,818000
39707,2018-12-01,ANG MO KIO,540000
39708,2018-12-01,ANG MO KIO,585000
39709,2018-12-01,ANG MO KIO,838000
39710,2018-12-01,ANG MO KIO,528000
39711,2018-12-01,ANG MO KIO,650000
39712,2018-12-01,ANG MO KIO,640000
39713,2018-12-01,ANG MO KIO,700000
39714,2018-12-01,ANG MO KIO,610000
39715,2018-12-01,ANG MO KIO,832800
39716,2018-12-01,ANG MO KIO,745000
39717,2018-12-01,ANG MO KIO,845000
39718,2018-12-01,ANG MO KIO,835000
39719,2018-12-01,ANG MO KIO,845000
41049,2019-01-01,ANG MO KIO,230000
41050,2019-01-01,ANG MO KIO,235000
41051,2019-01-01,ANG MO KIO,238000
41052,2019-01-01,ANG MO KIO,240000
41053,2019-01-01,ANG MO KIO,240000
41054,2019-01-01,ANG MO KIO,242000
41055,2019-01-01,ANG MO KIO,250000
41056,2019-01-01,ANG MO KIO,253000
41057,2019-01-01,ANG MO KIO,258000
41058,2019-01-01,ANG MO KIO,258000
41059,2019-01-01,ANG MO KIO,260000
41060,2019-01-01,ANG MO KIO,260000
41061,2019-01-01,ANG MO KIO,260000
41062,2019-01-01,ANG MO KIO,260000
41063,2019-01-01,ANG MO KIO,262000
41064,2019-01-01,ANG MO KIO,262500
41065,2019-01-01,ANG MO KIO,265000
41066,2019-01-01,ANG MO KIO,266000
41067,2019-01-01,ANG MO KIO,269000
41068,2019-01-01,ANG MO KIO,270000
41069,2019-01-01,ANG MO KIO,270000
41070,2019-01-01,ANG MO KIO,275000
41071,2019-01-01,ANG MO KIO,282000
41072,2019-01-01,ANG MO KIO,285000
41073,2019-01-01,ANG MO KIO,285000
41074,2019-01-01,ANG MO KIO,285000
41075,2019-01-01,ANG MO KIO,288000
41076,2019-01-01,ANG MO KIO,290000
41077,2019-01-01,ANG MO KIO,290000
41078,2019-01-01,ANG MO KIO,290000
41079,2019-01-01,ANG MO KIO,295000
41080,2019-01-01,ANG MO KIO,305000
41081,2019-01-01,ANG MO KIO,305000
41082,2019-01-01,ANG MO KIO,312000
41083,2019-01-01,ANG MO KIO,326000
41084,2019-01-01,ANG MO KIO,330000
41085,2019-01-01,ANG MO KIO,335000
41086,2019-01-01,ANG MO KIO,338000
41087,2019-01-01,ANG MO KIO,340000
41088,2019-01-01,ANG MO KIO,358000
41089,2019-01-01,ANG MO KIO,330000
41090,2019-01-01,ANG MO KIO,360000
41091,2019-01-01,ANG MO KIO,370000
41092,2019-01-01,ANG MO KIO,375000
41093,2019-01-01,ANG MO KIO,380000
41094,2019-01-01,ANG MO KIO,380000
41095,2019-01-01,ANG MO KIO,385000
41096,2019-01-01,ANG MO KIO,395000
41097,2019-01-01,ANG MO KIO,395000
41098,2019-01-01,ANG MO KIO,395000
41099,2019-01-01,ANG MO KIO,400000
41100,2019-01-01,ANG MO KIO,408000
41101,2019-01-01,ANG MO KIO,409000
41102,2019-01-01,ANG MO KIO,412000
41103,2019-01-01,ANG MO KIO,428000
41104,2019-01-01,ANG MO KIO,460000
41105,2019-01-01,ANG MO KIO,463000
41106,2019-01-01,ANG MO KIO,490000
41107,2019-01-01,ANG MO KIO,500000
41108,2019-01-01,ANG MO KIO,598000
41109,2019-01-01,ANG MO KIO,750000
41110,2019-01-01,ANG MO KIO,470000
41111,2019-01-01,ANG MO KIO,545000
41112,2019-01-01,ANG MO KIO,564000
41113,2019-01-01,ANG MO KIO,578000
41114,2019-01-01,ANG MO KIO,588000
41115,2019-01-01,ANG MO KIO,618000
41116,2019-01-01,ANG MO KIO,640000
41117,2019-01-01,ANG MO KIO,648000
41118,2019-01-01,ANG MO KIO,720000
41119,2019-01-01,ANG MO KIO,728000
41120,2019-01-01,ANG MO KIO,728000
41121,2019-01-01,ANG MO KIO,770000
41122,2019-01-01,ANG MO KIO,793800
42566,2019-02-01,ANG MO KIO,188000
42567,2019-02-01,ANG MO KIO,220000
42568,2019-02-01,ANG MO KIO,245000
42569,2019-02-01,ANG MO KIO,248000
42570,2019-02-01,ANG MO KIO,248000
42571,2019-02-01,ANG MO KIO,250000
42572,2019-02-01,ANG MO KIO,255000
42573,2019-02-01,ANG MO KIO,260000
42574,2019-02-01,ANG MO KIO,260000
42575,2019-02-01,ANG MO KIO,262000
42576,2019-02-01,ANG MO KIO,262000
42577,2019-02-01,ANG MO KIO,262000
42578,2019-02-01,ANG MO KIO,265000
42579,2019-02-01,ANG MO KIO,265000
42580,2019-02-01,ANG MO KIO,270000
42581,2019-02-01,ANG MO KIO,270000
42582,2019-02-01,ANG MO KIO,276888
42583,2019-02-01,ANG MO KIO,288000
42584,2019-02-01,ANG MO KIO,290000
42585,2019-02-01,ANG MO KIO,290000
42586,2019-02-01,ANG MO KIO,290000
42587,2019-02-01,ANG MO KIO,291000
42588,2019-02-01,ANG MO KIO,292000
42589,2019-02-01,ANG MO KIO,295000
42590,2019-02-01,ANG MO KIO,302000
42591,2019-02-01,ANG MO KIO,318000
42592,2019-02-01,ANG MO KIO,319000
42593,2019-02-01,ANG MO KIO,320000
42594,2019-02-01,ANG MO KIO,320000
42595,2019-02-01,ANG MO KIO,320000
42596,2019-02-01,ANG MO KIO,330000
42597,2019-02-01,ANG MO KIO,370000
42598,2019-02-01,ANG MO KIO,393000
42599,2019-02-01,ANG MO KIO,400000
42600,2019-02-01,ANG MO KIO,370000
42601,2019-02-01,ANG MO KIO,375000
42602,2019-02-01,ANG MO KIO,388000
42603,2019-02-01,ANG MO KIO,390000
42604,2019-02-01,ANG MO KIO,400000
42605,2019-02-01,ANG MO KIO,410000
42606,2019-02-01,ANG MO KIO,415000
42607,2019-02-01,ANG MO KIO,418000
42608,2019-02-01,ANG MO KIO,450000
42609,2019-02-01,ANG MO KIO,475000
42610,2019-02-01,ANG MO KIO,595000
42611,2019-02-01,ANG MO KIO,605000
42612,2019-02-01,ANG MO KIO,645000
42613,2019-02-01,ANG MO KIO,480000
42614,2019-02-01,ANG MO KIO,570000
42615,2019-02-01,ANG MO KIO,630000
42616,2019-02-01,ANG MO KIO,645000
42617,2019-02-01,ANG MO KIO,680000
42618,2019-02-01,ANG MO KIO,750000
42619,2019-02-01,ANG MO KIO,760000
42620,2019-02-01,ANG MO KIO,760000
43836,2019-03-01,ANG MO KIO,188000
43837,2019-03-01,ANG MO KIO,190000
43838,2019-03-01,ANG MO KIO,211000
43839,2019-03-01,ANG MO KIO,228000
43840,2019-03-01,ANG MO KIO,230000
43841,2019-03-01,ANG MO KIO,230800
43842,2019-03-01,ANG MO KIO,233800
43843,2019-03-01,ANG MO KIO,236000
43844,2019-03-01,ANG MO KIO,240000
43845,2019-03-01,ANG MO KIO,245000
43846,2019-03-01,ANG MO KIO,245000
43847,2019-03-01,ANG MO KIO,246000
43848,2019-03-01,ANG MO KIO,247000
43849,2019-03-01,ANG MO KIO,247500
43850,2019-03-01,ANG MO KIO,248000
43851,2019-03-01,ANG MO KIO,248800
43852,2019-03-01,ANG MO KIO,250000
43853,2019-03-01,ANG MO KIO,255000
43854,2019-03-01,ANG MO KIO,258000
43855,2019-03-01,ANG MO KIO,260000
43856,2019-03-01,ANG MO KIO,260000
43857,2019-03-01,ANG MO KIO,260000
43858,2019-03-01,ANG MO KIO,260000
43859,2019-03-01,ANG MO KIO,265000
43860,2019-03-01,ANG MO KIO,268000
43861,2019-03-01,ANG MO KIO,268000
43862,2019-03-01,ANG MO KIO,270000
43863,2019-03-01,ANG MO KIO,273000
43864,2019-03-01,ANG MO KIO,275000
43865,2019-03-01,ANG MO KIO,275000
43866,2019-03-01,ANG MO KIO,275000
43867,2019-03-01,ANG MO KIO,280000
43868,2019-03-01,ANG MO KIO,280000
43869,2019-03-01,ANG MO KIO,280000
43870,2019-03-01,ANG MO KIO,280000
43871,2019-03-01,ANG MO KIO,280000
43872,2019-03-01,ANG MO KIO,280000
43873,2019-03-01,ANG MO KIO,285000
43874,2019-03-01,ANG MO KIO,288000
43875,2019-03-01,ANG MO KIO,290000
43876,2019-03-01,ANG MO KIO,290000
43877,2019-03-01,ANG MO KIO,293000
43878,2019-03-01,ANG MO KIO,300000
43879,2019-03-01,ANG MO KIO,300000
43880,2019-03-01,ANG MO KIO,320000
43881,2019-03-01,ANG MO KIO,340000
43882,2019-03-01,ANG MO KIO,346000
43883,2019-03-01,ANG MO KIO,370000
43884,2019-03-01,ANG MO KIO,390000
43885,2019-03-01,ANG MO KIO,480000
43886,2019-03-01,ANG MO KIO,360000
43887,2019-03-01,ANG MO KIO,370000
43888,2019-03-01,ANG MO KIO,375000
43889,2019-03-01,ANG MO KIO,380000
43890,2019-03-01,ANG MO KIO,383000
43891,2019-03-01,ANG MO KIO,388000
43892,2019-03-01,ANG MO KIO,395000
43893,2019-03-01,ANG MO KIO,400000
43894,2019-03-01,ANG MO KIO,400000
43895,2019-03-01,ANG MO KIO,405000
43896,2019-03-01,ANG MO KIO,415000
43897,2019-03-01,ANG MO KIO,420000
43898,2019-03-01,ANG MO KIO,438000
43899,2019-03-01,ANG MO KIO,466000
43900,2019-03-01,ANG MO KIO,548000
43901,2019-03-01,ANG MO KIO,591688
43902,2019-03-01,ANG MO KIO,623000
43903,2019-03-01,ANG MO KIO,705000
43904,2019-03-01,ANG MO KIO,500000
43905,2019-03-01,ANG MO KIO,535000
43906,2019-03-01,ANG MO KIO,545000
43907,2019-03-01,ANG MO KIO,600000
43908,2019-03-01,ANG MO KIO,675000
43909,2019-03-01,ANG MO KIO,710000
43910,2019-03-01,ANG MO KIO,720000
43911,2019-03-01,ANG MO KIO,732000
43912,2019-03-01,ANG MO KIO,775000
43913,2019-03-01,ANG MO KIO,802888
45456,2019-04-01,ANG MO KIO,220000
45457,2019-04-01,ANG MO KIO,230000
45458,2019-04-01,ANG MO KIO,233000
45459,2019-04-01,ANG MO KIO,235000
45460,2019-04-01,ANG MO KIO,240000
45461,2019-04-01,ANG MO KIO,240000
45462,2019-04-01,ANG MO KIO,240000
45463,2019-04-01,ANG MO KIO,245000
45464,2019-04-01,ANG MO KIO,250000
45465,2019-04-01,ANG MO KIO,250000
45466,2019-04-01,ANG MO KIO,252000
45467,2019-04-01,ANG MO KIO,253000
45468,2019-04-01,ANG MO KIO,255000
45469,2019-04-01,ANG MO KIO,255000
45470,2019-04-01,ANG MO KIO,258000
45471,2019-04-01,ANG MO KIO,260000
45472,2019-04-01,ANG MO KIO,260000
45473,2019-04-01,ANG MO KIO,260000
45474,2019-04-01,ANG MO KIO,268000
45475,2019-04-01,ANG MO KIO,270000
45476,2019-04-01,ANG MO KIO,272000
45477,2019-04-01,ANG MO KIO,272000
45478,2019-04-01,ANG MO KIO,273000
45479,2019-04-01,ANG MO KIO,275000
45480,2019-04-01,ANG MO KIO,275000
45481,2019-04-01,ANG MO KIO,275000
45482,2019-04-01,ANG MO KIO,275000
45483,2019-04-01,ANG MO KIO,275000
45484,2019-04-01,ANG MO KIO,278000
45485,2019-04-01,ANG MO KIO,280000
45486,2019-04-01,ANG MO KIO,285000
45487,2019-04-01,ANG MO KIO,285000
45488,2019-04-01,ANG MO KIO,288000
45489,2019-04-01,ANG MO KIO,288000
45490,2019-04-01,ANG MO KIO,290000
45491,2019-04-01,ANG MO KIO,290000
45492,2019-04-01,ANG MO KIO,292000
45493,2019-04-01,ANG MO KIO,295000
45494,2019-04-01,ANG MO KIO,295000
45495,2019-04-01,ANG MO KIO,296000
45496,2019-04-01,ANG MO KIO,300000
45497,2019-04-01,ANG MO KIO,300000
45498,2019-04-01,ANG MO KIO,310000
45499,2019-04-01,ANG MO KIO,310000
45500,2019-04-01,ANG MO KIO,315000
45501,2019-04-01,ANG MO KIO,320000
45502,2019-04-01,ANG MO KIO,323000
45503,2019-04-01,ANG MO KIO,328000
45504,2019-04-01,ANG MO KIO,333800
45505,2019-04-01,ANG MO KIO,348000
45506,2019-04-01,ANG MO KIO,360000
45507,2019-04-01,ANG MO KIO,365000
45508,2019-04-01,ANG MO KIO,470000
45509,2019-04-01,ANG MO KIO,500000
45510,2019-04-01,ANG MO KIO,295000
45511,2019-04-01,ANG MO KIO,320000
45512,2019-04-01,ANG MO KIO,330000
45513,2019-04-01,ANG MO KIO,362000
45514,2019-04-01,ANG MO KIO,365000
45515,2019-04-01,ANG MO KIO,368000
45516,2019-04-01,ANG MO KIO,388000
45517,2019-04-01,ANG MO KIO,390000
45518,2019-04-01,ANG MO KIO,390000
45519,2019-04-01,ANG MO KIO,394888
45520,2019-04-01,ANG MO KIO,395000
45521,2019-04-01,ANG MO KIO,398000
45522,2019-04-01,ANG MO KIO,399200
45523,2019-04-01,ANG MO KIO,403000
45524,2019-04-01,ANG MO KIO,405000
45525,2019-04-01,ANG MO KIO,410000
45526,2019-04-01,ANG MO KIO,420000
45527,2019-04-01,ANG MO KIO,420000
45528,2019-04-01,ANG MO KIO,430000
45529,2019-04-01,ANG MO KIO,515000
45530,2019-04-01,ANG MO KIO,515000
45531,2019-04-01,ANG MO KIO,515000
45532,2019-04-01,ANG MO KIO,530000
45533,2019-04-01,ANG MO KIO,538000
45534,2019-04-01,ANG MO KIO,655000
45535,2019-04-01,ANG MO KIO,733000
45536,2019-04-01,ANG MO KIO,750000
45537,2019-04-01,ANG MO KIO,470000
45538,2019-04-01,ANG MO KIO,560000
45539,2019-04-01,ANG MO KIO,568888
45540,2019-04-01,ANG MO KIO,600000
45541,2019-04-01,ANG MO KIO,618000
45542,2019-04-01,ANG MO KIO,626000
45543,2019-04-01,ANG MO KIO,780000
45544,2019-04-01,ANG MO KIO,790000
45545,2019-04-01,ANG MO KIO,810000
47330,2019-05-01,ANG MO KIO,205000
47331,2019-05-01,ANG MO KIO,230000
47332,2019-05-01,ANG MO KIO,234000
47333,2019-05-01,ANG MO KIO,235000
47334,2019-05-01,ANG MO KIO,236000
47335,2019-05-01,ANG MO KIO,238000
47336,2019-05-01,ANG MO KIO,238000
47337,2019-05-01,ANG MO KIO,238888
47338,2019-05-01,ANG MO KIO,248000
47339,2019-05-01,ANG MO KIO,248000
47340,2019-05-01,ANG MO KIO,248000
47341,2019-05-01,ANG MO KIO,250000
47342,2019-05-01,ANG MO KIO,250000
47343,2019-05-01,ANG MO KIO,250000
47344,2019-05-01,ANG MO KIO,250000
47345,2019-05-01,ANG MO KIO,250000
47346,2019-05-01,ANG MO KIO,256000
47347,2019-05-01,ANG MO KIO,258000
47348,2019-05-01,ANG MO KIO,260000
47349,2019-05-01,ANG MO KIO,260000
47350,2019-05-01,ANG MO KIO,260000
47351,2019-05-01,ANG MO KIO,265000
47352,2019-05-01,ANG MO KIO,265000
47353,2019-05-01,ANG MO KIO,268000
47354,2019-05-01,ANG MO KIO,268000
47355,2019-05-01,ANG MO KIO,268888
47356,2019-05-01,ANG MO KIO,271000
47357,2019-05-01,ANG MO KIO,275000
47358,2019-05-01,ANG MO KIO,276000
47359,2019-05-01,ANG MO KIO,276000
47360,2019-05-01,ANG MO KIO,278000
47361,2019-05-01,ANG MO KIO,282000
47362,2019-05-01,ANG MO KIO,300000
47363,2019-05-01,ANG MO KIO,300000
47364,2019-05-01,ANG MO KIO,303000
47365,2019-05-01,ANG MO KIO,313000
47366,2019-05-01,ANG MO KIO,315000
47367,2019-05-01,ANG MO KIO,315000
47368,2019-05-01,ANG MO KIO,318000
47369,2019-05-01,ANG MO KIO,320000
47370,2019-05-01,ANG MO KIO,336000
47371,2019-05-01,ANG MO KIO,346000
47372,2019-05-01,ANG MO KIO,365000
47373,2019-05-01,ANG MO KIO,380000
47374,2019-05-01,ANG MO KIO,350000
47375,2019-05-01,ANG MO KIO,360000
47376,2019-05-01,ANG MO KIO,360000
47377,2019-05-01,ANG MO KIO,365000
47378,2019-05-01,ANG MO KIO,370000
47379,2019-05-01,ANG MO KIO,378000
47380,2019-05-01,ANG MO KIO,380000
47381,2019-05-01,ANG MO KIO,380000
47382,2019-05-01,ANG MO KIO,380000
47383,2019-05-01,ANG MO KIO,382000
47384,2019-05-01,ANG MO KIO,385000
47385,2019-05-01,ANG MO KIO,395000
47386,2019-05-01,ANG MO KIO,430000
47387,2019-05-01,ANG MO KIO,430000
47388,2019-05-01,ANG MO KIO,430000
47389,2019-05-01,ANG MO KIO,470000
47390,2019-05-01,ANG MO KIO,480000
47391,2019-05-01,ANG MO KIO,480000
47392,2019-05-01,ANG MO KIO,480000
47393,2019-05-01,ANG MO KIO,490000
47394,2019-05-01,ANG MO KIO,635000
47395,2019-05-01,ANG MO KIO,640000
47396,2019-05-01,ANG MO KIO,640000
47397,2019-05-01,ANG MO KIO,660000
47398,2019-05-01,ANG MO KIO,668888
47399,2019-05-01,ANG MO KIO,673000
47400,2019-05-01,ANG MO KIO,738000
47401,2019-05-01,ANG MO KIO,526000
47402,2019-05-01,ANG MO KIO,595000
47403,2019-05-01,ANG MO KIO,600888
47404,2019-05-01,ANG MO KIO,630000
47405,2019-05-01,ANG MO KIO,680000
47406,2019-05-01,ANG MO KIO,690000
47407,2019-05-01,ANG MO KIO,695000
47408,2019-05-01,ANG MO KIO,733333
47409,2019-05-01,ANG MO KIO,768000
47410,2019-05-01,ANG MO KIO,790000
47411,2019-05-01,ANG MO KIO,835000
47412,2019-05-01,ANG MO KIO,860000
49352,2019-06-01,ANG MO KIO,195000
49353,2019-06-01,ANG MO KIO,220000
49354,2019-06-01,ANG MO KIO,222000
49355,2019-06-01,ANG MO KIO,228000
49356,2019-06-01,ANG MO KIO,230000
49357,2019-06-01,ANG MO KIO,235000
49358,2019-06-01,ANG MO KIO,235000
49359,2019-06-01,ANG MO KIO,235000
49360,2019-06-01,ANG MO KIO,240000
49361,2019-06-01,ANG MO KIO,240000
49362,2019-06-01,ANG MO KIO,242000
49363,2019-06-01,ANG MO KIO,245000
49364,2019-06-01,ANG MO KIO,245000
49365,2019-06-01,ANG MO KIO,249000
49366,2019-06-01,ANG MO KIO,250000
49367,2019-06-01,ANG MO KIO,250000
49368,2019-06-01,ANG MO KIO,250000
49369,2019-06-01,ANG MO KIO,250000
49370,2019-06-01,ANG MO KIO,260000
49371,2019-06-01,ANG MO KIO,260000
49372,2019-06-01,ANG MO KIO,260000
49373,2019-06-01,ANG MO KIO,261888
49374,2019-06-01,ANG MO KIO,262000
49375,2019-06-01,ANG MO KIO,270000
49376,2019-06-01,ANG MO KIO,270000
49377,2019-06-01,ANG MO KIO,271000
49378,2019-06-01,ANG MO KIO,272000
49379,2019-06-01,ANG MO KIO,278000
49380,2019-06-01,ANG MO KIO,278000
49381,2019-06-01,ANG MO KIO,280000
49382,2019-06-01,ANG MO KIO,280000
49383,2019-06-01,ANG MO KIO,280000
49384,2019-06-01,ANG MO KIO,280000
49385,2019-06-01,ANG MO KIO,280000
49386,2019-06-01,ANG MO KIO,282000
49387,2019-06-01,ANG MO KIO,285000
49388,2019-06-01,ANG MO KIO,286000
49389,2019-06-01,ANG MO KIO,290000
49390,2019-06-01,ANG MO KIO,295000
49391,2019-06-01,ANG MO KIO,300000
49392,2019-06-01,ANG MO KIO,300000
49393,2019-06-01,ANG MO KIO,300000
49394,2019-06-01,ANG MO KIO,305000
49395,2019-06-01,ANG MO KIO,308000
49396,2019-06-01,ANG MO KIO,310000
49397,2019-06-01,ANG MO KIO,315000
49398,2019-06-01,ANG MO KIO,320000
49399,2019-06-01,ANG MO KIO,330000
49400,2019-06-01,ANG MO KIO,332000
49401,2019-06-01,ANG MO KIO,335000
49402,2019-06-01,ANG MO KIO,305000
